slug,name,description,ministry,department,state,category,beneficiary_type,benefits,eligibility_text,application_process,documents_required,apply_url,official_url,eligibility_age_min,eligibility_age_max,eligibility_gender,eligibility_caste,eligibility_income_max,eligibility_residence,eligibility_state,eligibility_disability,eligibility_bpl,scraped_at
aiguk,Agricultural Investment Grant (in Case of Crop Damage of 33% or More),"The scheme aims to provide financial assistance to farmers who suffer crop losses of 33% or more due to natural calamities such as floods, heavy rainfall, drought, hailstorms, or other notified disasters.",null,Department Of Disaster Management,Uttarakhand,"Agriculture,Rural & Environment",Individual,"Under this scheme:

  - ₹8,500/- per hectare is provided for Agriculture, Horticulture, and Annual Crops in unirrigated areas. A minimum of ₹1,000/- is payable.
  - ₹17,000/- per hectare is provided for Areas with Assured Irrigation. The minimum amount of assistance payable to any farmer will be ₹2,000/-.
  - For Evergreen Crops - ₹22,500/- per hectare is admissible for all types of evergreen crops. The minimum amount payable is ₹2,500/-.
  - ₹6,000/- per hectare is payable to Sericulture Farmers.
  - ₹7,000/- per hectare is payable for eri, mulberry and tussar crops.
  - A minimum assistance of ₹1,000/- is payable for Munga crops.

<br>","1. The applicant must be a resident farmer of Uttarakhand engaged in agricultural activities within the state.
1. The financial assistance will be applicable only for the area actually sown with crops.

<br>","[Offline]
Information about the disaster and the resulting damage is received from various sources. The concerned Patwari verifies the damage and records it in the P-20 form. The Patwari’s report is subsequently verified by the Tehsildar and the Sub-Divisional Magistrate. Approval is then obtained from the District Magistrate. Once the District Magistrate’s approval is received, relief funds are disbursed to the concerned beneficiaries at the Tehsil level.","Form P-20 Entry Confirmation (recorded by the concerned Patwari)
Other supporting documents as required",https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/aiguk,null,null,all,[],null,both,"[""Uttarakhand""]",false,false,2026-07-05 10:05:48.937+00
ami,Agricultural Marketing Infrastructure,The revitalized and farmers’ income enhancing centric sub-scheme Agricultural Marketing Infrastructure (AMI) of Integrated Scheme for Agricultural Marketing (ISAM) is meant for holistic development of agricultural value chain critically focusing each linkage of post-harvest value chain.,Ministry Of Agriculture and Farmers Welfare,Department of Agriculture & Farmers Welfare,Central,"Agriculture,Rural & Environment, Transport & Infrastructure",All,"The scheme envisages the following benefits:
1)	Ensure remunerative prices to the farmers for their produce
2)	Alternative &amp;competitive marketing channels
3)	Promotion of small size processing units
4)	Reduce post-harvest &amp; handling losses
5)	Promote pledge financing and market access
6)	Farmer-consumer market linkages and also to assist in integration GrAMs with e-NAM portal",Anyone can apply for the scheme.,"[Offline]
Step 01:Promoter applies for Term Loan (TL) to Financial Institution (FI) 
Step 02:Tem loan sanctioned by FIs
Step 03:FI applies for Advance Subsidy within 90 days of disbursal of First instalment of TL through ENSURE portal of NABARD
Step 04:NABARD, sanctions and releases the Advance Subsidy to the FI
Step 05:After completion of the project, FI will submit final subsidy claim to NABARD and requests for Joint Monitoring Inspection (JMI)
Step 06: NABARD will initiate action for conduct of JMI and Geo-tagged photograph taken during JMI is uploaded to the Ensure Portal
Step 07: NABARD sanctions and releases final subsidy to the FI","1) Forwarding letter of Controlling / nodal Office of the financing branch.
   •	The advance subsidy claim application of financing branch should be routed through the Controlling / nodal Office to NABARD clearly certifying that all documents as per this check list are enclosed. 
   •	The complete address with telephone/fax numbers of the controlling / nodal office as well as the financing branch are required to be furnished
   •	A copy of the letter together with a copy of the claim application should be endorsed to DMI RO / SO
  2) Advance subsidy claim application as per format in Annexure-V
  3) Copy of project report with item-wise details of costs, total outlay, loan and margin submitted by the promoter with a copy of the technical and financial appraisal report from the FI
 4) Copy of the approved plan/ map and civil drawings clearly indicating the dimensions and capacity.
 5) Copy of the loan sanction letter of the FI along with copies of invoices for purchase of machinery/equipment of infrastructure project if any. Copy of Term Loan Account Statement of the borrower indicating all transactions including disbursement of first instalment of loan
 6) Copy of land documents where the project is going to be established.
 7) FI’s certificate on category of the Promoter. In case of SC/ST entrepreneur and Cooperative, certification by the Competent Authority should be obtained.
 8) Notarized Affidavit in Original executed by the promoter on a non-judicial stamp paper as per Annexure XV.
 9) Copy of duly registered partnership deed, if it is a partnership firm, Memorandum& Articles of Association and certificate of incorporation, in case of Private Limited Company etc.",https://dmi.gov.in/Documents/AMI_OG_Scheme.pdf,https://www.myscheme.gov.in/schemes/ami,null,null,all,[],null,both,"[""All""]",false,false,2026-07-05 10:14:30.375+00
asdtpwff,Agricultural Skill Development Training Programme For Women Farmers And Farmers,"The scheme “Agricultural Skill Development Training Programme for Women Farmers and Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.",null,"Agriculture, Farmers Welfare and Cooperation Department",Gujarat,"Agriculture,Rural & Environment",Individual,"1. Selected women farmers, male farmers, and youth have been trained-n-guided in agricultural and allied aspects of the scientific method.
1. The latest information on agricultural aspects will be provided to the selected applicant under this scheme.
1. The selected applicants have informed the developing scheme of the state and central levels.","1. The applicant should be a permanent resident of Gujarat State.
1. The farm families of women farmers, male farmers, and youth are eligible to apply.","[Offline]
Step 1: To participate in the training, the applicant needs to visit the nearest Farmer Training Centre of the district or contact Village Level Worker (Gram Sevak) and request/collect an application form for the scheme.
Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized, and attach all the mandatory documents.
Step 3: Submit the application form along with the documents to the concerned receiving authority.
Step 4: After successful verification, the applicant may be eligible to take all the benefits under the scheme.","Government-approved photo ID i.e. Aadhaar Card, Voter ID Card
Passport Size Photograph
Caste certificate (If Applicable)",https://dag.gujarat.gov.in/agricultural-skill-development-program.htm,https://www.myscheme.gov.in/schemes/asdtpwff,null,null,all,[],null,both,"[""Gujarat""]",false,false,2026-07-05 10:00:24.691+00
aass,Agriculture Academic Studies Scheme,The objective of the Scheme is to sponsor students for undergoing 4 years of Graduate/degree courses in Agriculture/Horticulture against State quota seats in different Agriculture Universities in the country.,null,Agriculture Department,Meghalaya,Education & Learning,Individual,"> **Pattern of Assistance:**

- Sponsorship of seats, book grants, and scholarships.

> **Type of Assistance and Entitlement (If any):**

- Monthly stipend @ ₹1,200/-.
- Book grant @₹1,200/- per academic year.","1. The applicant/student should be a permanent resident of Meghalaya.
   1. Students interested in pursuing a four-year degree course in Agriculture/Horticulture can apply under the scheme.
   1. The students, general &amp;amp; OBC category, who should have passed 10+2 in the Science stream with 55% aggregate marks having Physics, Chemistry, Biology &amp;amp; English as compulsory subjects are eligible under the scheme.
   1. The students, SC &amp;amp; ST category, who should have passed 10+2 in the Science stream with 45% aggregate marks having Physics, Chemistry, Biology &amp;amp; English as compulsory subjects are eligible under the scheme.
   1. The applicant should also qualify for the Indian Council of Agricultural Research (ICAR) All India Entrance Examinations for Admission (AIEEA) conducted by the National Testing Agency (NTA).","[Online]
Application Process:Students can apply online from the Department website https://www.megagriculture.gov.in Or https://megedistrict.gov.in
Mode of Selection of Beneficiary(s):Selection is based on merit- ICAR AIEEA and other conditions of eligibility criteria and on the State Reservation Policy.
Whom to Contact:Applicants are advised to follow the advertisements which usually appear during May-June in major newspapers of the State/visit the Department website https://www.megagriculture.gov.in  Or https://megedistrict.gov.in.","Admit Cards — X, XII
Mark Sheets — X, XII
Birth Certificate
Caste Certificate in respect of SC, ST and OBC
All candidates are required to submit the Permanent Residential Certificate (PRC) issued by the Competent Authority
Character Certificate from the Institution last attended
Medical Fitness Certificate issued by the concerned| District Medical and Health
Officer (DM&HO) /CHC to be produced in original during counselling
2(two) Nos. Passport size photograph duly attested by a Gazetted Officer to be submitted during counselling
Any other documents as required",https://megagriculture.gov.in/PUBLIC/schemes_ShowSchemesA.aspx?schid=63,https://www.myscheme.gov.in/schemes/aass,null,null,all,[],null,both,"[""Meghalaya""]",false,false,2026-07-05 09:30:49.064+00
financial-assistance-scheme,Agriculture And Processed Foods Export Promotion Scheme Of APEDA For The 15th Finance Commission Cycle (2021-22 To 2025-26),The Financial Assistance Scheme (FAS) is an export promotion scheme run by APEDA. The scheme aims to facilitate the export of agri-products by providing assistance to exporters.,Ministry Of Commerce And Industry,Agricultural and Processed Food Products Export Development Authority,Central,"Agriculture,Rural & Environment","Industries, Government Organisation, State Government, University / Institution","**Development of Export Infrastructure: Assistance for the Establishment of Processing and Supply Chain Infrastructure:**
**Benefits:** 
1. The assistance will be up to 40% subject to a ceiling of ₹200 lakhs.
2. The assistance will be up to 90% of the approved cost subject as in the case of assistance under 1(f), as per [Operational Guidelines](https://apeda.gov.in/sites/default/files/Financial%20Assistance%20Schemes/FAS_Guidelines_05102021.pdf) of APEDA.
<br>","1. APEDA registered Exporters are eligible to apply for assistance under 1(a)-(e) Central and state government institutions and public sector enterprises are eligible to apply for assistance under 1(f), as per [Operational Guidelines](https://apeda.gov.in/sites/default/files/Financial%20Assistance%20Schemes/FAS_Guidelines_05102021.pdf) of APEDA.
2. Assistance will be applicable for all APEDA scheduled products.
3. The date of submission of the online application in APEDA shall be considered as the date of receipt of the application for grant of In Principle Approval. The expenditure incurred prior to the date of submission of the online application in APEDA shall not be considered for assistance. However, any expenditure incurred after submission of the online application but before issuance of IPA shall not automatically become eligible for assistance and shall be subject to the final decision of APEDA taken in this regard.
4. In the case of exporters belonging to North-Eastern states, difficult areas namely Himalayan and land-locked states, Island Union Territories, SC/ST, and women beneficiaries, the assistance will be up to 75% for all activities. However, overall financial ceiling limits in all cases shall remain the same.
5. The following exporters shall be deemed to fall under the SC/ST category:
a) In case of a proprietary concern, the proprietor shall be SC/ST.
b) In the case of a partnership firm, the SC/ST partners shall be holding at least 51% shares in the unit.*
c) In the case of private limited companies/Limited Liability Partnership (LLP)/Farmer Producer Companies (FPCs), at least 51% of shares shall be held by SC/ST directors/promoters.*
(*The partner/director/promoter should hold at least 51% share in the unit for the preceding one year of application for financial assistance and the holdings of SC/ST partner/promoter/director shall remain at least 51% for the subsequent period of at least two years of reimbursement of the financial assistance. In this regard, an undertaking has to be submitted by the applicant.)
6. The following exporters shall be deemed to fall under the Women Entrepreneur category
a) The concern should be in existence for at least one year
b) In case of a proprietary concern, the proprietor shall be a woman
c) In the case of partnership firms/FPOs/FPCs/LLP/Private Limited companies, all the partners/directors/promoters shall be women.
7. For organic products, the unit should have scope for processing under the NPOP requirements
8. APEDA shall charge a processing fee as approved by the Department of Commerce (DoC), Ministry of Commerce and Industry, Government of India on the disbursed amount which is presently 5% + GST as applicable. The processing fee shall be deducted at the time of release of funds to the applicant.
9. The assistance under the Financial Assistance Scheme of APEDA is available to register exporters or other organizations such as Central/State agencies, FPOs, etc. for APEDA Scheduled Products.
10. The application should be accompanied by the following documents duly self-certified. It should be submitted physically within 30 days from the date of the online application otherwise, the application will be cancelled. 
11. For the purchase of new equipment, quotation/ proforma invoice/ bills should be obtained from a minimum of three Original Equipment Manufacturers (OEM) or their authorized distributor/ dealer of the equipment. The quotations shall be sought from a minimum of 3 suppliers. The applicant is free to place a work order at any of the three bidders however, APEDA’s assistance shall be computed on the lowest quoted rate.
12. In case of a feasibility study the quotation has to be sought from the reputed consulting firms having experience of 5 years in the relevant field.
13. The quotations should clearly show the address, GSTN, TIN and PAN, product description with detailed specifications, validity date, and item-wise cost/unit and total amount. Technical brochure/literature/Pamphlet depicting equipment details in case of infrastructure/laboratory equipment/any other assets etc. with clear mention of the utility
14. Wherever civil work is involved assistance by APEDA shall be restricted only to Technical Civil Work required for the project The cost estimate depicting the Bill of Quantity, rate/unit, and total amount duly certified by a Chartered Engineer or Civil Architect shall be submitted for civil work.
15. The grant will be restricted only to the plant and machinery and technical civil work created after submission of the online application. The financial assistance towards the technical civil work component of the project shall be limited to a maximum of 25% of the total eligible financial assistance of that application. However, any expenditure incurred after the submission of the online application but before the issuance of IPA shall not automatically become eligible for assistance and shall be subject to the final decision of APEDA taken in this regard.
16. The training program/schedule/calendar or prospectus of the institutions illustrated in Annexure 8 shall be submitted along with the application.
17. The exporter shall submit online quarterly export performance from the assisted unit, on the APEDA website even if the export is nil.
18. In-principle approval (IPA) of APEDA is required for all components of the scheme except for Lab testing charges as mentioned under sub-component 5.
19. Subsequent to the issuance of the IPA, amendments in the same can be considered at the request of the applicant but within the validity of the IPA.
20. The request for an extension of IPA may be considered by APEDA on a case-to-case basis on merits.
21. APEDA reserves the right to get the projects appraised from an outside agency. In case the project is not found viable, the application shall not be considered. The grant of In-Principle Approval shall be based on eligible items and activities only and any expenditure on ineligible items or activity shall not be considered.
22. APEDA reserves the right to intervene in the charges fixed by the agencies that are not commensurate with the services rendered to the exporters.
23. The decision of APEDA relating to the admissibility of the claim shall be final and the mere filing of the application shall not provide any right to claim financial assistance
24. Any change in ownership/management of the company shall be the responsibility of the exporter to get the same incorporated in the Registration cum Membership Certificate (RCMC) issued APEDA.
25. Reimbursement of eligible assistance from APEDA will be back-ended, upon completion and submission of the claim by the applicant in accordance with the terms and conditions of the In-Principle Approval letter issued and subsequent physical verifications by APEDA.
26. It is the responsibility of the applicant to file final claim documents complete in all respects well before the expiry of the original or extended validity, if any, of the In-Principle Approval letter. 
27. If the applicant/beneficiary has more than one manufacturing unit at different locations, APEDA may consider assistance for each such separate unit. However, such units must be first incorporated into the IEC and APEDA RCMC.
28. The Budgetary allocation to APEDA is given by the Department of Commerce. The actual allocation may vary from year to year. Disbursement of assistance is subject to actual budget allocation by the Government. Financial assistance is provided subject to the availability of the funds in APEDA and grants by the Government.
29. Financial assistance is provided subject to continuation of the scheme. There shall be no claim by the applicant in carrying forward the application for financial assistance beyond the plan period (2021-26)
30. The applicant has to comply with the requirement of Registration/license with the Food Safety and Standards Authority of India (FSSAI) and/or any other regulatory authorities.
31. The beneficiary getting financial assistance under the Integrated pack-house, reefer van, cable car, or up-gradation of the facility should not sell his/her unit before five (5) years of disbursement of financial assistance.
32. Exporter should submit a declaration stating that no financial assistance has been availed from any state/center agency. If the application is also submitted to other state/center agencies, then details for it should be submitted in an online application.
33. APEDA reserves the right to conduct pre-inspection of the unit and/or site of the applicant before putting up to the Technical Committee.
34. The application will be summarily rejected in case it is found incomplete, unsatisfactory pre-inspection report, and not as per the guidelines prescribed.
35. All matters of dispute arising out of the APEDA financial assistance scheme (FAS) shall be governed by Indian law and subject to Court jurisdiction in New Delhi only. Both parties shall make all efforts to resolve any dispute by way of reconciliation. In the event of any question, dispute, or difference arising under the Scheme in connection therewith remains unresolved, the same shall be referred to the Chairman, APEDA, and his decision shall be final.
<br>","[Online]
1. For Govt., PSU, and Others: Online application 
https://itrack.apeda.gov.in/onlineregistration/fasonlinereg.aspx    
                                
2. For Exporters: Online application
https://itrack.apeda.gov.in/default.aspx?UType=E","Document submitted needs to be duly signed by the Competent Authority/ authorized signatory [When original documents are in the regional language they should be accompanied by self-certified English/ Hindi translation]:-
Documents such as Detailed Project Report (DPR), Chartered Engineer Certificate, etc. in the format given in Annexure - I.
A detailed appraisal note, specific to the scheme, from the lending Bank/Financial Institution, if applicable.
Certificate of incorporation/ registration of the applicant, Memorandum and Articles of Association in case of Company/Bye-laws of the applicant, etc.
Annual reports and Audited Financial Statement of Accounts of the applicant for the last two years.
Self-attested English/ Hindi version of main facility land documents in support of land title in the name of the applicant or land lease, duly registered with the competent authority for a minimum remaining period of 15 years.
Change in Land Use (CLU) permission for the project for the main facility land from the competent authority.
Free hold land/ equitable mortgage free from all incumbencies and in possession of the applicant is a pre-requisite for consideration of assistance. In case of any dispute for land at any stage, which results in a change in the land status, during the execution of the project or thereafter, APEDA shall recover all assistance amount along with interest (as per GFR) and penalty without assigning any reason thereof.
Three quotations from the suppliers of Plant and machinery and equipment, etc. for the project except in case of imported/proprietary items.
The applicant has to submit copies of necessary permissions from Central, State, and other statuary bodies for setting up the facility/ project.
A copy of the term loan sanctioned from the bank/financial institution for this project, if applicable, should be attached.
Drawing/layout diagram of the project duly approved by the Chartered Engineer.
In case the applicant/beneficiary is availing loan from any bank/ financial institution, a detailed appraisal note from the bank/financial institution specific to the proposal should be submitted. Detailed Project Report /Techno Economic Viability Report merely stamped or endorsed by the Bank/ FI without a detailed appraisal note shall not be considered a valid appraisal note and such proposals will not be considered for financial assistance.
In case the applicant/beneficiary is not availing loan from any bank/ financial institution, a detailed appraisal note with justification and feasibility of the proposed project, endorsed by the Competent Authority of the applicant organization should be attached.
Applicants who have availed or are in the process of availing grant from any other agency shall have to intimate APEDA at the time of submission of DPR regarding it and in case a grant has been availed for the same component(s) from any other Govt. agency, the applicant shall not be eligible for financial assistance from APEDA for the same component(s).",https://apeda.gov.in/sites/default/files/Financial%20Assistance%20Schemes/FAS_Guidelines_05102021.pdf,https://www.myscheme.gov.in/schemes/financial-assistance-scheme,null,null,all,[],null,both,"[""All""]",false,false,2026-07-05 10:18:20.027+00
aems,Agriculture Engineering (Mechanical) Scheme,The objective of the scheme is to provide agricultural machinery such as power tillers/ bulldozers/ tractors etc. on hiring at subsidised rate.,null,Agriculture Department,Meghalaya,"Agriculture,Rural & Environment",Individual,"> **Pattern of Assistance:**

- Providing a 60% subsidy for the purchase of improved farm machinery and equipment (Proposed for Power Tiller and Diesel Water Pumpset).

> **Type of Assistance and Entitlement (If any):**

- Subsidy for hiring of farm machinery and equipment.","1. The applicant should be a resident of Meghalaya.
1. The applicant should be a bonafide farmer engaged in agriculture.","[Offline]
Application Process:Step 01: The eligible bonafide farmer can apply/write an application on plain paper.
Step 02: Along with the application, attach copies of all the mandatory documents (self-attest, if required).
Step 03: Submit the duly filled and signed application along with the relevant documents at the nearest office of the Agriculture Development Officer of a CD Block/Agriculture Circle.
Mode of Selection of Beneficiary(s):The bonafide farmers shall be selected on a first come first serve basis.
Whom to Contact:District Agriculture Officers of the concerned districts.
Sub-divisional Officers of the concerned sub-divisions.
Agriculture Development Officers of the concerned Community and Rural Development Blocks.
Assistant Agriculture Engineer (Mechanical) of the concerned districts.","Passport-size photograph
Identity Proof
Bank account details
Documents proof of being a farmer
Any other document as required",https://megagriculture.gov.in/PUBLIC/schemes_ShowSchemesA.aspx?schid=58,https://www.myscheme.gov.in/schemes/aems,null,null,all,[],null,both,"[""Meghalaya""]",false,false,2026-07-05 10:01:33.08+00
aius,Agriculture Information Unit Scheme,"The key objective is to disseminate information on Scientific methods of cultivation to extension staff and farming community through media such as pamphlets, leaflets, radio, television etc. and participating/holding awareness programs by means of exhibitions, seminars etc.",null,Agriculture Department,Meghalaya,"Agriculture,Rural & Environment",Individual,"> **Pattern of Assistance:**

  - Free distribution of information leaflets, package of practices, booklets etc., including sponsoring Farmers Group, SHG to exposure programmes like trade fairs, expos, exhibitions in and outside the State.

&gt; **Type of Assistance and Entitlement (If any):**

  - Farmers Exposure Trip, Holding Crop Competition, Printing of booklets, leaflets, farmer calendar, publications, observation of World Food Day, Sponsoring farmers to participate in Trade Fair, Exhibition, Kisan Mela.","1. The applicant should be a resident of Meghalaya.
1. The applicant should be a bonafide farmer engaged in agriculture.","[Offline]
Application Process:To avail the benefits of the scheme, the bonafide farmers can approach the nearest Agriculture Development Officer of a CD Block/Agriculture Circle.
Mode of Selection of Beneficiary(s):Does not arise. All farmers can avail of publication materials on a first come first serve basis.
Whom to Contact:Agriculture Information Officer, Directorate of Agriculture.
District Agriculture Officers of the concerned districts.
Sub-divisional Officers of the concerned sub-divisions.
Agriculture Development Officers of the concerned Community and Rural Development Blocks.","Passport-size photograph
Identity Proof
Documents proof of being a farmer
Any other document as required",https://megagriculture.gov.in/PUBLIC/schemes_ShowSchemesA.aspx?schid=44,https://www.myscheme.gov.in/schemes/aius,null,null,all,[],null,both,"[""Meghalaya""]",false,false,2026-07-05 09:54:09.429+00
arsls,Agriculture Research Stations and Laboratories Scheme,The objective of the scheme is to conduct adaptive research trials on different crops in the Research Farms and in Farmers' Field for adaptability and use of bio pesticides/bio agents.,null,Agriculture Department,Meghalaya,"Agriculture,Rural & Environment",Individual,"> **Pattern of Assistance:**

- Adaptive research at farmers&#39; field.

> **Type of Assistance And Entitlement (If Any):**

- Training on Soil management, Providing Soil Health Cards, Conducting soil surveys, etc.","1. The applicant should be a permanent resident of Meghalaya.
1. The applicant should be a bonafide farmer engaged in agriculture.","[Offline]
Application Process:Step 01: The eligible bonafide farmer can apply/write an application on plain paper.
Step 02: Along with the application, attach copies of all the mandatory documents (self-attest, if required).
Step 03: Submit the duly filled and signed application along with the documents at the nearest office of the Agriculture Development Officer of a CD Block/ Agriculture Circle.
Mode of Selection of Beneficiary(s):The bonafide farmers shall be selected on a first come first serve basis.
Whom to Contact:District Agriculture Officers of the concerned districts
Sub-Divisional Agricultural Officers of the concerned sub-divisions
District Training Officers, Tura/Shillong
Agricultural Development Officers of the concerned Community and Rural Development Blocks","Passport-size photograph
Identity Proof
Documents proof of being a farmer
Any other document as required",https://megagriculture.gov.in/PUBLIC/schemes_ShowSchemesA.aspx?schid=82,https://www.myscheme.gov.in/schemes/arsls,null,null,all,[],null,both,"[""Meghalaya""]",false,false,2026-07-05 09:30:42.602+00
atvs,Agro Tourism Villa Scheme,"The scheme aims to promote high-value tourism in Meghalaya by encouraging the development of agro-tourism villas, empowering local youth through entrepreneurship, improving accommodation facilities, and preserving the state’s cultural and natural heritage.",null,Tourism Department,Meghalaya,Travel & Tourism,Individual,"1. 35% of total project cost supported (5% by entrepreneur, 25% as front-ended subsidy, 10% as EMI copayment by Government of Meghalayasemi_colon max project cost ₹1.5 Cr, max subsidy ₹52.5 lakh).
1. Loan up to 95% of project cost with a 15-year repayment term and 18-month moratorium Government-funded villa design consultancy blending ethnic aesthetics with modern comfort, tailored to location.
1. Priority allocation in scenic rural/agricultural/tourist clusters to boost visibility and occupancy.
1. Training in hospitality and bookkeeping with reputed institutes/hotels in Meghalaya.
1. Regular, monitoring, and need-based training during the initial years, with a dedicated app/dashboard for progress tracking.

<br>","**Individuals should:**

1. The applicant should be a resident of Meghalaya.
1. The applicant must be between 18 and 58 years of age.
1. The applicant should not be a defaulter at any financial institution.
1. The applicant should apply only for new projects sanctioned under the scheme.
1. The applicant should own the land for the project and possess valid land documents, or the applicant should have a notarized lease agreement for a minimum period of 15 years.

**Registered Entities should:**

1. The entity should be a registered society, cooperative, or similar organization involved in tourism-related activities.
1. The entity should be legally registered with the Government of Meghalaya.
1. The entity should provide an Incorporation Certificate or Registration Certificate, whichever is applicable.
1. The entity should not be a defaulter at any financial institution.
1. The entity should hold land ownership for the project site or have a valid lease certified by competent authorities.

<br>","[Online]
Step 1: Visit the official website of the scheme and click on the “Login to Apply” button to start the application process. Carefully read all the instructions provided on the website before proceeding.
Step 2: If you are a first-time user, click on “Registration for New User” and complete the registration process to create your account.
Step 3: Select your Authentication ID from the available options, such as
PDS (Ration Card) 
Election Photo ID Card (EPIC).
Step 4: Enter your card number, select your name from the displayed list, and click on “Next” to continue.
Step 5: Your EPIC ID will appear on the screen. If the details are correct, click on “Accept.” If the details are incorrect or rejected, manually enter your EPIC number and proceed.
Step 6: Click on “Validate” to verify the entered EPIC number, and then click on “Next” to move to the application form.
Step 7: Fill in all required details in the application form, upload the necessary documents, carefully review all the information, and click on “Submit.” After successful submission, you will receive a unique application number for future reference.
Sign In 
Step 1: Click on “Sign In” and choose your preferred sign-in method from Mobile Number, PDS, EPIC, or Member ID.
Step 2: Enter your User ID and Password, then click on “Login” to access your account.
Step 3: After logging in, click on “Apply for Services/Scheme” to start your application.
Step 4: Fill in all the required details in the application form, upload the necessary documents, carefully review the information, and click on “Submit.”","Individuals:
Self Declaration
Land Documents: Ownership Deed OR Lease Agreement (If leased, must specify lease period)
Proof of Identity (Voter ID / Passport / Driving License)
PAN Card of Applicant
Photograph of the applicant
Latest Bank Statement (Last 6 months)
Ration Card of Applicant (if available)
Registered Entities:
Self Declaration
Land Documents: Ownership Deed OR Lease Agreement (If leased, must specify lease period)
Incorporation Certificate or Registration Certificate (as applicable)
PAN Card of the Organization
Latest Bank Statement of the Entity (Last 6 months)
GST Certificate (if applicable)
Ration Card of Applicant (if applicable)
IT Returns (Last 2 years) (If available",https://meghalayaone.gov.in/meghalaya-one/view-detail?U2FsdGVkX1%20qf9GRve87xyJF5QyqqHI9ROs0AbteJdTZk5CxuQi3HFG2aaF%20Kj8pkmYp5iZRQs93L%20sfXDvj53dea2jQXI86hoH7skZkI8WQ0AVKIHw3rn1D6e6XXZ3SrT5%20YzkgOikWE3NC47kw%20KLNJr2KAiLf4ekptRlVAYjWNZUSyIecCE9MfR2Mzdx5Zb6pVo5wLYPi35GpUA7D29fqgvpIgEy1T1uOwP101nmTp7ha5Tvd0rOmssivieMF=,https://www.myscheme.gov.in/schemes/atvs,18,58,all,[],null,both,"[""Meghalaya""]",false,false,2026-07-05 09:36:13.198+00
dcpf,AICTE - Distinguished Chair Professor Fellowship,"The fellowship intends to utilize the expertise of highly qualified and experienced superannuated professionals who have made an unparalleled, exceptional professional contribution to society in their respective fields/disciplines.",Ministry of Education,Department Of Higher Education,Central,Education & Learning,Individual,"**The Fellowship consists of -**
(i) An honorarium of Rs. 10,000/- (Rupees Ten thousand per day) for full-day interaction with the Faculty/ Students of the host institute and nearby located institutions up to a maximum of five days in a single trip.
(ii) Actual expenses on travel by train / air/ car etc.
(iii) In Online Mode: An institution is allowed to host only 5 online sessions/talks with only 1 (one) DCP assigned to your institution by AICTE. A session will be a minimum of 2 hours followed by 1 hour of interaction.
**Tenure**
(i) Fellowship is tenable for three years or up to 75 years of age, whichever is earlier.
(ii) Extension up to 80 years of age may be granted subject to fitness and AICTE approval.
<br>","1. The awardee must be a highly qualified superannuated Professional in his/her field.
1. The awardee should be an acknowledged leader (expert) in that particular field of specialization having actively engaged in research and development.
1. The awardee should have contributed to the development of society through his / her excellent fieldwork.

<br>","[Offline]
The proposals for the Distinguished Chair Professor fellowship will be by nomination only. The nominations with all necessary details can be sent throughout the year to the following address:
The Director (Faculty Development Cell)
AICTE, Nelson Mandela Marg,
Vasant Kunj, New Delhi-110070
Director.fdc@aicte-india.org","Letter of Acceptance.
Bank account details with IFSC code.
Detailed Curriculum Vitae (CV)/Biodata.
Proof of retirement/superannuation (if required).
Nomination letter/recommendation.
Proposed lecture/activity schedule.",https://www.aicte-india.org/sites/default/files/fds/Scheme%20Document%20DCP%20Updated.pdf,https://www.myscheme.gov.in/schemes/dcpf,null,null,all,[],null,both,"[""All""]",false,false,2026-07-05 09:36:37.87+00
